kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8950568,K02038.01,Kepler-85 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.30537702,3.937e-05,-3.937e-05,139.7437,0.0044,-0.0044,0.489,0.634,-0.489,3.751,0.601,-0.601,365.6,26.6,-26.6,1.69,0.18,-0.13,809.0,101.43,32.2,-21.9,28.5,1.0,q1_q17_dr25_tce,5435.0,109.0,-109.0,4.495,0.063,-0.077,0.873,0.09,-0.068,290.97342,45.290321,14.779
8282651,K02193.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.16288745,1.684e-05,-1.684e-05,131.67875,0.00197,-0.00197,0.4265,0.2688,-0.3156,0.678,0.138,-0.138,391.7,42.2,-42.2,1.32,0.11,-0.13,763.0,80.23,24.95,-22.45,12.0,,,4478.0,133.0,-130.0,4.615,0.054,-0.026,0.651,0.052,-0.065,284.10779,44.245811,15.658
9535080,K01509.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,49.6456235,0.0002059,-0.0002059,153.0806,0.00333,-0.00333,1.236,6.179,-0.553,23.568,0.17,-0.17,857.5,5.9,-5.9,43.41,9.92,-10.9,648.0,41.57,28.24,-20.69,176.5,1.0,q1_q17_dr25_tce,6273.0,170.0,-170.0,4.129,0.204,-0.136,1.493,0.341,-0.375,295.26349,46.148022,12.385
9944201,K07259.01,,CANDIDATE,CANDIDATE,0.705,0,1,0,0,0.721522907,4.3e-08,-4.3e-08,131.7091421,5.02e-05,-5.02e-05,0.831,0.055,-0.017,1.4521,0.0076,-0.0076,22528.0,18.4,-18.4,11.04,0.97,-0.88,1475.0,1115.99,369.92,-279.21,815.3,1.0,q1_q17_dr25_tce,4893.0,146.0,-146.0,4.634,0.06,-0.035,0.625,0.055,-0.05,288.49091,46.804989,15.069
12456063,K04329.01,,CANDIDATE,CANDIDATE,0.914,0,0,0,0,17.8007815,0.0002524,-0.0002524,134.3839,0.0104,-0.0104,0.928,0.001,-0.718,6.547,0.251,-0.251,44.5,3.6,-3.6,1.02,0.17,-0.1,816.0,105.04,47.61,-26.28,14.2,1.0,q1_q17_dr25_tce,6240.0,111.0,-136.0,4.326,0.063,-0.117,1.252,0.205,-0.119,289.01178,51.376019,12.018
10467815,K03191.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,377.88909,0.01213,-0.01213,143.4845,0.023,-0.023,0.1164,0.329,-0.1163,9.259,0.716,-0.716,92.8,10.1,-10.1,3.17,1.33,-1.01,606.0,31.87,40.38,-19.58,11.6,,,9030.0,272.0,-412.0,3.822,0.243,-0.199,3.218,1.348,-1.024,290.81604,47.682892,11.471
3119256,K02784.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,4.14244748,3.116e-05,-3.116e-05,132.907,0.00676,-0.00676,0.386,0.073,-0.386,2.203,0.192,-0.192,69.9,6.6,-6.6,1.82,0.31,-0.67,1907.0,3128.33,1627.11,-2031.53,12.3,1.0,q1_q17_dr25_tce,6785.0,183.0,-224.0,3.83,0.338,-0.113,2.124,0.359,-0.779,292.05014,38.261002,11.056
10153011,K01773.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,83.09708021,8.069e-05,-8.069e-05,162.935743,0.00081,-0.00081,0.993,0.135,-0.077,9.2639,0.0572,-0.0572,15860.0,78.0,-78.0,13.83,1.17,-1.07,329.0,2.78,0.95,-0.68,277.2,1.0,q1_q17_dr25_tce,5286.0,174.0,-158.0,4.627,0.07,-0.045,0.636,0.054,-0.049,296.0882,47.142891,15.678
8358012,K02929.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,10.06478627,5.283e-05,-5.283e-05,135.24121,0.00442,-0.00442,0.729,0.225,-0.511,2.86,0.162,-0.162,285.7,17.9,-17.9,1.49,0.28,-0.11,729.0,66.74,38.57,-16.65,18.6,1.0,q1_q17_dr25_tce,5438.0,163.0,-163.0,4.574,0.032,-0.128,0.82,0.151,-0.065,288.96942,44.359009,14.89
11904151,K00072.01,Kepler-10 b,CONFIRMED,CANDIDATE,0.0,0,0,0,0,0.837491225,3.03e-07,-3.03e-07,131.574858,0.000282,-0.000282,0.022,0.388,-0.022,1.796,0.0104,-0.0104,190.4,1.2,-1.2,1.43,0.08,-0.06,1980.0,3630.32,654.58,-443.61,189.5,2.0,q1_q17_dr25_tce,5676.0,85.0,-68.0,4.347,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.961
5438757,K01601.02,Kepler-903 c,CONFIRMED,CANDIDATE,0.838,0,0,0,0,62.9224936,0.0007859,-0.0007859,151.6882,0.0107,-0.0107,0.928,0.014,-0.655,11.64,0.317,-0.317,417.8,16.2,-16.2,2.75,0.42,-0.38,462.0,10.73,4.4,-3.19,28.7,2.0,q1_q17_dr25_tce,5534.0,82.0,-74.0,4.338,0.138,-0.103,1.08,0.165,-0.15,288.77103,40.664181,14.659
6605493,K02559.01,Kepler-1686 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.30991834,5.387e-05,-5.387e-05,136.39785,0.00518,-0.00518,0.551,0.019,-0.458,3.455,0.133,-0.133,114.5,6.8,-6.8,1.21,0.2,-0.14,913.0,164.38,72.29,-45.47,19.2,1.0,q1_q17_dr25_tce,5806.0,104.0,-116.0,4.353,0.105,-0.116,1.101,0.174,-0.126,291.60675,42.035919,13.799
3553900,K04992.01,,CANDIDATE,CANDIDATE,0.969,0,0,0,0,12.5747207,0.0001269,-0.0001269,142.34553,0.00919,-0.00919,0.588,0.374,-0.388,2.896,0.266,-0.266,323.3,36.1,-36.1,1.45,0.29,-0.13,693.0,54.46,33.35,-14.33,10.5,1.0,q1_q17_dr25_tce,5654.0,152.0,-169.0,4.59,0.036,-0.135,0.774,0.158,-0.068,293.77448,38.654381,15.133
6611779,K05304.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,206.309658,0.004317,-0.004317,231.818,0.0127,-0.0127,0.8152,0.0331,-0.5735,1.498,0.471,-0.471,277.1,75.2,-75.2,2.36,1.12,-0.47,361.0,4.01,5.59,-1.73,8.3,1.0,q1_q16_tce,6028.0,150.0,-175.0,4.241,0.18,-0.253,1.267,0.6,-0.254,293.47052,42.0965,12.351
4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,1.0,0,0,0,0,56.2590881,0.00028,-0.00028,164.21993,0.00382,-0.00382,0.026,0.383,-0.026,8.114,0.114,-0.114,348.8,12.0,-12.0,2.22,0.36,-0.35,543.0,20.49,9.28,-7.12,29.7,5.0,q1_q17_dr25_tce,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
7847104,K04412.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.284991846,7.149e-06,-7.149e-06,132.74087,0.00526,-0.00526,0.485,0.032,-0.434,2.274,0.165,-0.165,29.1,2.3,-2.3,1.17,0.21,-0.41,2491.0,9065.72,5273.27,-5630.36,15.3,1.0,q1_q17_dr25_tce,6060.0,180.0,-180.0,3.852,0.315,-0.105,2.106,0.392,-0.729,298.94785,43.539711,12.923
12120943,K01458.01,,CANDIDATE,CANDIDATE,0.978,0,0,0,0,8.98128472,2.068e-05,-2.068e-05,354.83042,0.00156,-0.00156,0.294,0.093,-0.294,5.0397,0.0736,-0.0736,4924.0,76.7,-76.7,7.19,1.95,-0.78,898.0,153.36,127.32,-49.13,76.6,1.0,q1_q17_dr25_tce,5977.0,187.0,-229.0,4.473,0.048,-0.192,1.022,0.278,-0.111,296.57153,50.677849,15.703
6607286,K01239.02,,CANDIDATE,CANDIDATE,0.545,0,0,0,0,3.17405898,1.098e-05,-1.098e-05,357.05776,0.00229,-0.00229,0.422,0.042,-0.422,2.3156,0.0703,-0.0703,282.2,10.8,-10.8,2.09,0.32,-0.36,1348.0,780.46,316.24,-272.58,29.2,2.0,q1_q17_dr25_tce,5640.0,76.0,-76.0,4.247,0.162,-0.108,1.233,0.19,-0.211,292.17859,42.005909,15.005
3103473,K04395.01,,CANDIDATE,CANDIDATE,0.528,0,0,0,0,1.920062587,8.516e-06,-8.516e-06,131.72678,0.00363,-0.00363,0.387,0.057,-0.387,1.437,0.129,-0.129,226.8,20.5,-20.5,1.12,0.16,-0.09,1189.0,471.84,217.13,-114.6,12.6,1.0,q1_q17_dr25_tce,5266.0,158.0,-142.0,4.611,0.036,-0.09,0.741,0.103,-0.06,287.84,38.255489,15.686
11570749,K01856.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,46.2991052,0.0001173,-0.0001173,155.80223,0.00198,-0.00198,0.025,0.37,-0.025,5.2481,0.061,-0.061,854.9,17.9,-17.9,4.33,1.59,-1.94,592.0,29.04,31.95,-21.12,55.0,1.0,q1_q17_dr25_tce,5396.0,160.0,-144.0,4.035,0.504,-0.216,1.507,0.553,-0.676,297.07861,49.502079,14.082
5036052,K05119.01,,CANDIDATE,CANDIDATE,,0,0,0,0,143.163697,0.0024,-0.0024,243.7133,0.0117,-0.0117,0.9527,0.0007,-0.6851,4.854,0.43,-0.43,390.3,33.8,-33.8,20.03,0.88,-5.29,741.0,71.41,12.97,-39.85,12.9,1.0,q1_q16_tce,5145.0,106.0,-254.0,3.05,0.03,-0.031,7.653,0.334,-2.023,297.78833,40.130909,12.644
5385439,K02478.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.425866431,,,141.5137911,,,0.977,,,29.1428,,,257.9,,,2.12,0.56,-0.34,741.0,71.19,57.69,-25.84,62.2,1.0,q1_q17_dr25_tce,5428.0,161.0,-145.0,4.404,0.144,-0.198,0.94,0.253,-0.148,297.58801,40.57798,14.148
8043721,K04812.01,,FALSE POSITIVE,FALSE POSITIVE,0.216,1,0,0,0,0.77957913,1.053e-05,-1.053e-05,131.7173,0.0102,-0.0102,0.183,0.288,-0.183,2.457,0.356,-0.356,70.4,7.5,-7.5,0.71,0.21,-0.06,1819.0,2585.39,2255.97,-716.48,11.1,1.0,q1_q17_dr25_tce,5699.0,169.0,-186.0,4.553,0.034,-0.195,0.853,0.248,-0.078,296.66177,43.811432,15.703
9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.04562195,2.717e-06,-2.717e-06,133.91912,0.00225,-0.00225,0.037,0.425,-0.037,1.8955,0.0725,-0.0725,213.0,9.7,-9.7,1.45,0.2,-0.2,1710.0,2031.84,766.47,-614.41,25.3,2.0,q1_q17_dr25_tce,5344.0,80.0,-80.0,4.365,0.132,-0.096,1.013,0.141,-0.141,296.06424,45.976841,15.596
8626325,K04775.01,,CANDIDATE,CANDIDATE,0.625,0,0,0,0,16.4491515,0.0002729,-0.0002729,145.7441,0.0142,-0.0142,0.866,0.05,-0.586,6.696,0.445,-0.445,70.9,7.5,-7.5,2.75,0.58,-1.08,1036.0,272.9,196.21,-187.63,11.0,1.0,q1_q17_dr25_tce,5334.0,214.0,-214.0,3.712,0.308,-0.132,2.789,0.591,-1.097,292.40323,44.782009,12.999
3230227,K06311.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,7.047106212,1.23e-06,-1.23e-06,132.75015,0.000145,-0.000145,1.077,0.052,-0.045,3.16223,0.00768,-0.00768,69626.0,146.0,-146.0,119.64,23.14,-34.74,1846.0,2744.25,1615.68,-1578.66,548.5,1.0,q1_q17_dr25_tce,8162.0,226.0,-340.0,3.973,0.234,-0.126,2.321,0.449,-0.674,290.11258,38.399872,9.002
7106173,K03083.02,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,6.2321233,0.000125,-0.000125,135.2369,0.0136,-0.0136,0.32,0.137,-0.32,2.85,0.527,-0.527,31.7,4.8,-4.8,0.61,0.1,-0.04,1021.0,256.72,116.08,-51.4,8.5,3.0,q1_q17_dr25_tce,5843.0,104.0,-127.0,4.421,0.04,-0.12,1.084,0.177,-0.071,287.97885,42.679359,12.857
9640921,K07210.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.17814513,1.321e-05,-1.321e-05,132.02979,0.00584,-0.00584,0.78,0.175,-0.537,2.321,0.178,-0.178,136.0,11.9,-11.9,1.22,0.37,-0.13,1428.0,981.63,881.06,-288.97,13.8,3.0,q1_q17_dr25_tce,6053.0,162.0,-198.0,4.494,0.052,-0.208,0.949,0.291,-0.097,287.96375,46.306911,15.395
4991208,K02951.01,Kepler-1393 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,2.44358543,1.446e-05,-1.446e-05,132.80194,0.0048,-0.0048,0.258,0.19,-0.258,1.852,0.142,-0.142,59.1,6.1,-6.1,0.67,0.07,-0.05,1249.0,574.37,196.22,-121.6,11.9,1.0,q1_q17_dr25_tce,5561.0,111.0,-111.0,4.486,0.072,-0.08,0.873,0.099,-0.066,284.45947,40.142559,13.348
8095110,K03619.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.1032389,6.22e-07,-6.22e-07,132.868177,0.000251,-0.000251,1.209,0.034,-0.03,6.4774,0.0126,-0.0126,24852.0,48.8,-48.8,36.63,7.5,-3.22,1238.0,555.0,341.42,-141.14,625.1,1.0,q1_q17_dr25_tce,5546.0,150.0,-150.0,4.587,0.034,-0.136,0.786,0.161,-0.069,290.91254,43.92989,13.171
8308516,K07880.01,,CANDIDATE,CANDIDATE,0.113,0,0,0,0,623.70774,0.01157,-0.01157,303.3588,0.0125,-0.0125,0.003,0.456,-0.003,6.688,0.488,-0.488,250.9,27.7,-27.7,1.81,0.48,-0.26,258.0,1.05,0.8,-0.37,10.2,2.0,q1_q17_dr25_tce,6626.0,158.0,-217.0,4.347,0.112,-0.182,1.132,0.298,-0.161,294.95258,44.207909,13.379
10453588,K02484.01,Kepler-1253 b,CONFIRMED,CANDIDATE,0.939,0,0,0,0,68.8861017,0.0005576,-0.0005576,160.29958,0.00684,-0.00684,0.241,0.207,-0.241,5.925,0.227,-0.227,143.9,8.7,-8.7,1.47,0.24,-0.33,501.0,14.91,7.01,-6.42,19.5,1.0,q1_q17_dr25_tce,5753.0,115.0,-92.0,4.2,0.201,-0.108,1.222,0.202,-0.27,283.8851,47.637218,12.464
8219268,K02133.02,,FALSE POSITIVE,FALSE POSITIVE,0.029,1,0,0,0,43.501748,0.002151,-0.002151,164.2859,0.0302,-0.0302,0.909,0.048,-0.672,10.755,0.956,-0.956,167.1,20.0,-20.0,10.1,0.91,-0.82,996.0,232.53,61.85,-45.53,9.5,2.0,q1_q17_dr25_tce,4604.0,74.0,-54.0,2.936,0.013,-0.012,6.221,0.559,-0.509,285.67288,44.11673,12.495
8028465,K08152.01,,FALSE POSITIVE,FALSE POSITIVE,0.046,1,0,0,0,261.684363,0.004836,-0.004836,247.3986,0.013,-0.013,0.037,0.424,-0.037,3.892,0.555,-0.555,817.0,122.0,-122.0,1.46,0.1,-0.14,175.0,0.22,0.06,-0.06,8.3,1.0,q1_q17_dr25_tce,4393.0,117.0,-143.0,4.713,0.059,-0.032,0.526,0.036,-0.05,291.67062,43.814461,14.864
7808587,K01533.01,Kepler-886 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.24145791,2.193e-05,-2.193e-05,134.88892,0.00297,-0.00297,0.029,0.409,-0.029,3.0998,0.0738,-0.0738,163.7,6.2,-6.2,1.6,0.26,-0.27,1111.0,360.09,155.25,-122.07,30.8,1.0,q1_q17_dr25_tce,5810.0,79.0,-79.0,4.25,0.156,-0.104,1.259,0.207,-0.207,286.27176,43.59523,13.939
11657614,K03370.01,,CANDIDATE,CANDIDATE,0.903,0,0,0,0,24.352541,0.001406,-0.001406,147.1949,0.0431,-0.0431,0.505,0.527,-0.293,2.782,0.814,-0.814,349.1,85.8,-85.8,1.52,0.05,-0.11,498.0,14.52,2.04,-2.73,5.8,2.0,q1_q17_dr25_tce,4891.0,78.0,-78.0,4.516,0.068,-0.02,0.805,0.028,-0.056,289.43896,49.73122,14.779
11853130,K03263.01,,CANDIDATE,CANDIDATE,0.968,0,0,0,0,76.87935893,4.834e-05,-4.834e-05,146.882451,0.000505,-0.000505,0.864,0.076,-0.045,2.3819,0.0429,-0.0429,21272.0,253.0,-253.0,7.71,0.8,-0.86,202.0,0.4,0.12,-0.11,131.0,1.0,q1_q17_dr25_tce,3638.0,72.0,-79.0,4.828,0.041,-0.054,0.436,0.045,-0.049,285.09586,50.10096,15.949
5443837,K00554.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.65849707,6.129e-06,-6.129e-06,170.54381,0.00132,-0.00132,0.906,0.035,-0.46,2.573,0.209,-0.209,4398.0,130.0,-130.0,14.61,2.26,-3.39,1583.0,1486.35,603.42,-655.79,47.0,1.0,q1_q17_dr25_tce,5857.0,78.0,-78.0,3.972,0.203,-0.087,1.822,0.282,-0.423,290.35114,40.687,14.545
10141271,K05768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,15.4032765,0.0002551,-0.0002551,137.9906,0.0145,-0.0145,0.623,0.043,-0.47,3.246,0.424,-0.424,253.0,33.2,-33.2,1.32,0.17,-0.15,626.0,36.41,15.7,-11.1,9.2,1.0,q1_q17_dr25_tce,5272.0,158.0,-158.0,4.508,0.099,-0.081,0.799,0.102,-0.091,291.90961,47.174339,15.555
9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,0.772,0,0,0,0,124.5245224,0.0005536,-0.0005536,254.17788,0.00339,-0.00339,0.004,0.411,-0.004,9.654,0.115,-0.115,689.9,14.8,-14.8,2.69,0.41,-0.29,356.0,3.78,1.66,-0.99,47.5,3.0,q1_q17_dr25_tce,5497.0,109.0,-109.0,4.394,0.09,-0.11,1.046,0.161,-0.111,295.41281,46.266472,13.967
10581308,K05810.01,,CANDIDATE,CANDIDATE,,0,0,0,0,425.593391,0.008384,-0.008384,225.3273,0.0164,-0.0164,0.4892,0.0172,-0.4892,3.815,0.658,-0.658,237.6,47.5,-47.5,2.25,1.2,-0.75,278.0,1.41,2.31,-0.84,6.5,1.0,q1_q16_tce,5458.0,167.0,-135.0,4.09,0.339,-0.283,1.441,0.764,-0.481,282.68713,47.816978,13.766
12109845,K03765.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.865959015,1.53e-07,-1.53e-07,132.053694,0.000155,-0.000155,3.068,1.482,-0.353,1.9058,0.0111,-0.0111,291270.0,656.0,-656.0,144.5,9.24,-12.33,1162.0,434.65,123.0,-129.02,620.8,1.0,q1_q17_dr25_tce,4561.0,145.0,-194.0,4.788,0.048,-0.028,0.469,0.03,-0.04,290.91916,50.696388,16.44
7601665,K07842.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,3.11141514,4.97e-05,-4.97e-05,132.4992,0.0129,-0.0129,0.46,0.499,-0.256,3.074,0.523,-0.523,28.4,4.3,-4.3,0.7,0.22,-0.12,1530.0,1296.58,1164.25,-515.49,8.3,1.0,q1_q17_dr25_tce,6450.0,144.0,-208.0,4.297,0.108,-0.201,1.273,0.405,-0.218,289.88666,43.233879,13.396
5185897,K02693.01,Kepler-398 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.081411554,8.9e-06,-8.9e-06,133.85992,0.00177,-0.00177,0.876,0.05,-0.614,2.3239,0.0547,-0.0547,171.9,5.3,-5.3,1.0,0.07,-0.03,755.0,77.0,18.58,-10.17,36.9,1.0,q1_q17_dr25_tce,4498.0,90.0,-90.0,4.661,0.012,-0.042,0.635,0.045,-0.019,291.46866,40.343849,13.256
7362450,K07585.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.566807422,3.407e-06,-3.407e-06,131.81547,0.00651,-0.00651,0.985,0.03,-0.692,5.148,0.225,-0.225,26.1,1.5,-1.5,1.13,0.29,-0.49,2680.0,12227.82,9524.89,-8613.03,28.8,1.0,q1_q17_dr25_tce,5616.0,155.0,-141.0,4.04,0.435,-0.145,1.547,0.407,-0.662,291.68283,42.932812,12.9
5436455,K05164.01,,CANDIDATE,CANDIDATE,,0,0,0,0,209.967521,0.003005,-0.003005,241.95921,0.00876,-0.00876,0.2723,0.201,-0.2722,2.585,0.342,-0.342,120.0,20.2,-20.2,1.16,0.55,-0.11,344.0,3.29,4.61,-0.89,7.1,1.0,q1_q16_tce,6437.0,148.0,-198.0,4.439,0.049,-0.312,1.042,0.5,-0.096,287.87424,40.630409,12.489
2576962,K04333.01,,CANDIDATE,CANDIDATE,,0,0,0,0,309.25581,0.01495,-0.01495,136.2248,0.0224,-0.0224,0.2875,0.1631,-0.2875,10.72,1.0,-1.0,421.4,45.6,-45.6,2.18,1.04,-0.23,287.0,1.61,2.24,-0.48,9.9,,,6060.0,148.0,-196.0,4.419,0.063,-0.305,1.057,0.502,-0.11,291.7005,37.843731,14.205
5955621,K04624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,14.0801852,0.0003568,-0.0003568,137.3331,0.02,-0.02,0.308,0.151,-0.308,3.402,0.722,-0.722,90.7,16.0,-16.0,1.04,0.16,-0.06,798.0,95.62,37.08,-15.06,6.9,1.0,q1_q17_dr25_tce,5984.0,71.0,-89.0,4.421,0.038,-0.113,1.089,0.164,-0.059,290.27658,41.269341,12.966
9006449,K01413.02,Kepler-295 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,21.5262958,0.000161,-0.000161,132.28787,0.00612,-0.00612,0.804,0.008,-0.574,8.392,0.167,-0.167,190.0,8.5,-8.5,1.36,0.31,-0.18,621.0,35.03,23.86,-11.51,23.4,2.0,q1_q17_dr25_tce,5607.0,152.0,-152.0,4.447,0.112,-0.168,0.886,0.203,-0.119,285.34583,45.367779,14.447
10089123,K07283.01,,CANDIDATE,CANDIDATE,,0,0,0,0,134.413808,0.004797,-0.004797,227.9768,0.027,-0.027,0.1857,0.2759,-0.1857,13.907,0.854,-0.854,206.1,20.0,-20.0,1.69,0.86,-0.23,391.0,5.51,8.34,-2.07,12.5,1.0,q1_q17_dr24_tce,6013.0,162.0,-252.0,4.37,0.083,-0.083,1.187,0.597,-0.166,296.89828,47.081059,14.262
4164511,K05046.01,,CANDIDATE,CANDIDATE,,0,0,0,0,40.9882124,0.0006804,-0.0006804,152.2483,0.0113,-0.0113,0.2697,0.1948,-0.2694,3.599,0.382,-0.382,145.8,20.8,-20.8,1.44,0.57,-0.19,657.0,43.98,49.81,-15.16,11.3,1.0,q1_q16_tce,6705.0,159.0,-217.0,4.328,0.099,-0.255,1.174,0.462,-0.159,293.24701,39.236691,13.006
10907307,K08217.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,277.25118,0.01269,-0.01269,400.0395,0.0322,-0.0322,0.932,0.029,-0.642,8.742,0.49,-0.49,1517.4,97.9,-97.9,5.02,1.36,-0.91,304.0,2.02,1.61,-0.81,15.3,1.0,q1_q17_dr25_tce,6046.0,164.0,-164.0,4.357,0.136,-0.187,1.048,0.285,-0.19,284.74127,48.34367,12.349
4150611,K03156.04,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,94.212787,0.001547,-0.001547,196.3636,0.0171,-0.0171,0.001,64.0,-0.862,14.48,2.7,-2.7,55654.0,1033.0,-1033.0,35.89,8.87,-14.42,597.0,30.09,22.19,-20.75,112.3,3.0,q1_q17_dr25_tce,6911.0,194.0,-242.0,4.038,0.406,-0.145,1.501,0.371,-0.603,289.74249,39.267059,7.899
10122538,K02926.05,,CANDIDATE,CANDIDATE,0.889,0,0,0,0,75.731195,0.001885,-0.001885,201.9685,0.0291,-0.0291,0.9,0.042,-0.61,4.859,0.219,-0.219,2496.0,173.0,-173.0,3.47,0.22,-0.16,237.0,0.74,0.16,-0.12,16.3,5.0,q1_q17_dr25_tce,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279
10462826,K07329.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,50.467024395,8.615e-06,-8.615e-06,132.009484,0.000143,-0.000143,0.973,0.123,-0.033,8.96181,0.00846,-0.00846,103140.0,77.9,-77.9,52.88,17.82,-5.95,523.0,17.63,17.83,-5.64,1435.1,1.0,q1_q17_dr25_tce,6137.0,184.0,-220.0,4.448,0.07,-0.21,1.012,0.341,-0.114,288.67477,47.636028,14.884
6629993,K04392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,118.609553,0.007173,-0.007173,172.0788,0.0421,-0.0421,0.993,0.021,-0.703,22.74,1.7,-1.7,380.9,30.5,-30.5,2.86,0.26,-0.28,299.0,1.88,0.64,-0.53,13.1,1.0,q1_q17_dr25_tce,5017.0,151.0,-151.0,4.531,0.066,-0.054,0.792,0.072,-0.079,297.83713,42.079369,15.133
9578686,K00709.01,Kepler-651 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.3851584,3.579e-05,-3.579e-05,178.78285,0.00132,-0.00132,0.518,0.063,-0.393,4.0819,0.0447,-0.0447,663.9,11.4,-11.4,2.17,0.18,-0.15,574.0,25.63,6.91,-5.12,67.3,1.0,q1_q17_dr25_tce,5376.0,106.0,-106.0,4.516,0.06,-0.06,0.825,0.069,-0.057,287.33279,46.20351,13.94
6685609,K00665.03,Kepler-207 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.07155284,1.285e-05,-1.285e-05,133.30255,0.0033,-0.0033,0.855,0.086,-0.604,4.0935,0.0936,-0.0936,86.0,3.3,-3.3,1.65,0.28,-0.34,1556.0,1389.97,655.61,-586.86,27.2,3.0,q1_q17_dr25_tce,5918.0,107.0,-119.0,4.127,0.168,-0.098,1.555,0.265,-0.324,290.03052,42.16605,13.182
5283728,K05149.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,43.681309,0.002007,-0.002007,168.9218,0.0375,-0.0375,0.257,0.191,-0.257,12.37,1.4,-1.4,258.0,31.3,-31.3,1.33,0.39,-0.12,473.0,11.86,10.3,-3.17,9.8,1.0,q1_q17_dr25_tce,5726.0,172.0,-172.0,4.564,0.034,-0.195,0.829,0.239,-0.075,294.27399,40.462078,15.649
3324986,K03084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.540411479,9.451e-06,-9.451e-06,131.99239,0.00444,-0.00444,0.781,0.186,-0.584,1.703,0.21,-0.21,107.1,11.8,-11.8,0.92,0.25,-0.08,1446.0,1029.25,790.73,-269.86,12.1,1.0,q1_q17_dr25_tce,5769.0,155.0,-172.0,4.57,0.032,-0.179,0.812,0.212,-0.071,286.01587,38.411339,14.991
5688997,K03784.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,23.8706941,0.0003386,-0.0003386,136.9568,0.0117,-0.0117,1.293,68.96,-0.034,3.4812,0.037,-0.037,6386.3,66.8,-66.8,49.6,14.29,-9.53,711.0,60.38,52.99,-26.7,114.8,1.0,q1_q17_dr25_tce,6022.0,189.0,-232.0,4.308,0.158,-0.193,1.166,0.336,-0.224,285.8418,40.925449,14.219
